country,survey_wave,sector,size,indicator,Multiple technologies,Single technology,Share of firms using generative AI tools,Climate change targets for own GHG emissions,No impact at all,A minor impact,A major impact,An opportunity,No Impact,A risk,Plan to invest,Already invested,Proportion of investment directed towards measures to improve energy efficiency,Share of firms investing in measures to improve energy efficiency,Sustainable transport options,Waste minimization and recycling,Onsite/offsite renewable energy generation,Investing in energy efficiency,"Investing in new, less polluting, business areas and technologies"
LU,2018,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LU,2025,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.44,,,,,
LU,2018,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LU,2022,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LU,2020,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LU,2018,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LU,2022,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LU,2021,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LU,2019,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LU,2021,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LU,2023,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.18,,,,,
LU,2025,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.27,,,,,
LU,2024,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.36,,,,,
LU,2021,Manufacturing&Infrastructure,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LU,2024,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.22,,,,,
LU,2020,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LU,2022,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LU,2019,Manufacturing&Infrastructure,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LU,2023,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.23,,,,,
LU,2019,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LU,2022,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2025,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.56,,,,,
LV,2018,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2023,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.45,,,,,
LV,2020,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2024,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.21,,,,,
LV,2025,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.75,,,,,
LV,2021,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2023,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.21,,,,,
LV,2023,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.42,,,,,
LV,2019,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2022,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2019,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2019,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2023,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.44,,,,,
LV,2024,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.48,,,,,
LV,2023,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.52,,,,,
LV,2025,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.23,,,,,
LV,2020,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2018,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2025,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.65,,,,,
LV,2020,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2022,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2023,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.17,,,,,
LV,2023,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.56,,,,,
LV,2018,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2021,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2024,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.43,,,,,
LV,2018,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2022,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2025,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.43,,,,,
LV,2021,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2019,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2024,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.33,,,,,
LV,2021,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2019,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2019,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2020,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2019,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2021,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2020,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2020,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2022,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2024,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.55,,,,,
LV,2025,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.19,,,,,
LV,2022,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2020,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2022,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2024,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.49,,,,,
LV,2024,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.41,,,,,
LV,2018,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2025,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.23,,,,,
LV,2021,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2018,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2018,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2021,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
LV,2022,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2025,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.25,,,,,
MT,2021,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2020,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2021,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2023,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.22,,,,,
MT,2020,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2021,Construction&Infrastructure,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2018,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2018,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2025,Construction&Infrastructure,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.32,,,,,
MT,2024,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.36,,,,,
MT,2018,Construction&Infrastructure,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2019,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2020,Construction&Infrastructure,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2025,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.4,,,,,
MT,2021,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2022,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2019,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2025,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.51,,,,,
MT,2025,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.42,,,,,
MT,2018,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2019,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2024,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.66,,,,,
MT,2019,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2019,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2023,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.39,,,,,
MT,2018,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2024,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.28,,,,,
MT,2020,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2022,Construction&Infrastructure,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2020,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2025,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.72,,,,,
MT,2024,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.53,,,,,
MT,2023,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.65,,,,,
MT,2021,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2022,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2023,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.23,,,,,
MT,2023,Construction&Infrastructure,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.4,,,,,
MT,2023,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.49,,,,,
MT,2022,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2021,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2022,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2024,Construction&Infrastructure,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.57,,,,,
MT,2020,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2024,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.7,,,,,
MT,2022,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2019,Construction&Infrastructure,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
MT,2018,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2019,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2024,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.74,,,,,
NL,2023,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.59,,,,,
NL,2021,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2018,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2025,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.69,,,,,
NL,2025,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.73,,,,,
NL,2024,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.53,,,,,
NL,2025,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.7,,,,,
NL,2018,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2023,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.64,,,,,
NL,2022,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2024,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.68,,,,,
NL,2020,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2022,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2020,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2020,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2020,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2022,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2021,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2025,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.65,,,,,
NL,2019,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2021,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2018,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2024,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.49,,,,,
NL,2022,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2024,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.6,,,,,
NL,2021,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2018,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2025,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.55,,,,,
NL,2021,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2024,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.63,,,,,
NL,2024,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.54,,,,,
NL,2025,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.66,,,,,
NL,2019,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2023,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.42,,,,,
NL,2022,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2021,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2022,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2023,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.47,,,,,
NL,2023,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.54,,,,,
NL,2019,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2018,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2018,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2018,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2019,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2021,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2023,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.42,,,,,
NL,2022,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2020,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2019,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2020,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2025,ALL,Micro/Small,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.55,,,,,
NL,2023,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.58,,,,,
NL,2020,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
NL,2019,ALL,Medium/Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2021,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2020,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2021,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2018,ALL,Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2025,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.53,,,,,
PL,2023,ALL,Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.67,,,,,
PL,2018,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2021,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2021,ALL,SME,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2019,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2024,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.42,,,,,
PL,2022,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2019,ALL,Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2020,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2023,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.5,,,,,
PL,2021,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2021,ALL,Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2024,ALL,SME,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.33,,,,,
PL,2024,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.34,,,,,
PL,2020,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2025,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.39,,,,,
PL,2023,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.43,,,,,
PL,2019,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2020,ALL,Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2020,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2020,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2018,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2024,ALL,Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.76,,,,,
PL,2023,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.41,,,,,
PL,2019,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2018,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2022,ALL,SME,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2025,ALL,Large,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.69,,,,,
PL,2025,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.37,,,,,
PL,2018,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2025,ALL,SME,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.33,,,,,
PL,2022,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2024,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.7,,,,,
PL,2021,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2019,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2022,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2023,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.69,,,,,
PL,2024,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.57,,,,,
PL,2019,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2019,ALL,SME,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2023,ALL,ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.55,,,,,
PL,2020,ALL,SME,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2023,ALL,SME,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.4,,,,,
PL,2022,Services (NACE G/I),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2022,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2018,Construction (NACE F),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2018,ALL,SME,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,,,,,,
PL,2025,Manufacturing (NACE C),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.6,,,,,
PL,2025,Other (NACE D/E/H/J),ALL,Share of firms investing in measures to improve energy efficiency,,,,,,,,,,,,,,0.59,,,,,
